category_id,category,field_id,field,name,explanation
4,Interests & Consumer Habits,1260,xpbb.hhacty_inttraveltime_share,xpbb.hhacty_inttraveltime_share,Experian Field ID: 8968; Experian Datapoint Match Level: Household; Activities and Interests ravel. Direct reported survey data that represents a household's interest in Time Shares       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1261,xpbb.hhacty_inttravelwould_enjoy_time_share,xpbb.hhacty_inttravelwould_enjoy_time_share,Experian Field ID: 8969; Experian Datapoint Match Level: Household; Activities and Interests ravel. Direct reported survey data that represents household's that would enjoy Time Shares.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1262,xpbb.hhacty_inttravelwould_enjoy_cruising,xpbb.hhacty_inttravelwould_enjoy_cruising,Experian Field ID: 8970; Experian Datapoint Match Level: Household; Activities and Interests ravel. Direct reported survey data that represents household's that would enjoy Cruising.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1263,xpbb.hhacty_inttravelrecreational_vehicle,xpbb.hhacty_inttravelrecreational_vehicle,Experian Field ID: 8971; Experian Datapoint Match Level: Household; Activities and Interests ravel. Direct reported survey data that represents household's that would enjoy a Recreational Vehicle.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1264,xpbb.hhacty_inttravelwould_enjoy_rv_travel,xpbb.hhacty_inttravelwould_enjoy_rv_travel,Experian Field ID: 8972; Experian Datapoint Match Level: Household; Activities and Interests ravel. Direct reported survey data that represents household's that would enjoy Would Enjoy RV Travel.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1265,xpbb.hhacty_inttravelbusiness_travel,xpbb.hhacty_inttravelbusiness_travel,Experian Field ID: 8973; Experian Datapoint Match Level: Household; Activities and Interests/Sweepstakes. Direct reported survey data that represents household's interest in Business Travel.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1266,xpbb.hhacty_inttravelpersonal_travel,xpbb.hhacty_inttravelpersonal_travel,Experian Field ID: 8974; Experian Datapoint Match Level: Household; Activities and Interests/Sweepstakes. Direct reported survey data that represents household's interest in Personal Travel.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1267,xpbb.hhacty_intpc___internetown_computer,xpbb.hhacty_intpc___internetown_computer,Experian Field ID: 8975; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's that own a computer.      Valid Values:  Y = Yes  U = Unknow
4,Interests & Consumer Habits,1268,xpbb.hhacty_intpc___internetown_cd_rom,xpbb.hhacty_intpc___internetown_cd_rom,Experian Field ID: 8976; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's that own a CD-Rom.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1269,xpbb.hhacty_intpc___internetuse_internet_service,xpbb.hhacty_intpc___internetuse_internet_service,Experian Field ID: 8977; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's that uses an Internet Service.      Valid Values:  Y = Yes  
4,Interests & Consumer Habits,1270,xpbb.hhacty_intpc___internetusedsl_hispd,xpbb.hhacty_intpc___internetusedsl_hispd,Experian Field ID: 8978; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's that uses Internet Service- DSL/High Speed.     Valid Values
4,Interests & Consumer Habits,1271,xpbb.hhacty_intpc___internetuse_modem,xpbb.hhacty_intpc___internetuse_modem,Experian Field ID: 8979; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's that uses a Modem.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1272,xpbb.hhacty_intpc___internetuse4ed_school,xpbb.hhacty_intpc___internetuse4ed_school,Experian Field ID: 8980; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's that uses the Computer For Education/School Work.      Valid
4,Interests & Consumer Habits,1273,xpbb.hhacty_intpc___internetuse4games_entnmnt,xpbb.hhacty_intpc___internetuse4games_entnmnt,Experian Field ID: 8981; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's that uses Computer For Entertainment/Games     Valid Values:
4,Interests & Consumer Habits,1274,xpbb.hhacty_intpc___internetplan_to_buy_computer,xpbb.hhacty_intpc___internetplan_to_buy_computer,Experian Field ID: 8982; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's that Plan To Buy Computer.      Valid Values:  Y = Yes  U = 
4,Interests & Consumer Habits,1275,xpbb.hhacty_intpc___internetplan_to_buy_cd_rom,xpbb.hhacty_intpc___internetplan_to_buy_cd_rom,Experian Field ID: 8983; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's that Plan To Buy CD-Rom.      Valid Values:  Y = Yes  U = Un
4,Interests & Consumer Habits,1276,xpbb.hhacty_intpc___internetp2subcrb2isp,xpbb.hhacty_intpc___internetp2subcrb2isp,Experian Field ID: 8984; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's that Plan To Subscribe To Internet Service.     Valid Values
4,Interests & Consumer Habits,1277,xpbb.hhacty_intpc___internetp2subsrbdsl_hispd,xpbb.hhacty_intpc___internetp2subsrbdsl_hispd,Experian Field ID: 8985; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's that Plan To Subscribe To Dsl/High Speed.      Valid Values:
4,Interests & Consumer Habits,1278,xpbb.hhacty_intpc___internetplan_to_buy_modem,xpbb.hhacty_intpc___internetplan_to_buy_modem,Experian Field ID: 8986; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's that Plan To Buy Modem.     Valid Values:  Y = Yes  U = Unkn
4,Interests & Consumer Habits,1279,xpbb.hhacty_intpc___internetcolor_printer,xpbb.hhacty_intpc___internetcolor_printer,Experian Field ID: 8987; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's with Color Printer.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1280,xpbb.hhacty_intpc___internetlaser_printer,xpbb.hhacty_intpc___internetlaser_printer,Experian Field ID: 8988; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's with Laser Printer.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1281,xpbb.hhacty_intpc___internetscanner,xpbb.hhacty_intpc___internetscanner,Experian Field ID: 8989; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's with Scanner.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1282,xpbb.hhacty_intpc___internetuse_macintosh_or_apple,xpbb.hhacty_intpc___internetuse_macintosh_or_apple,Experian Field ID: 8990; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's with Macintosh Or Apple.     Valid Values:  Y = Yes  U = Unk
4,Interests & Consumer Habits,1283,xpbb.hhacty_intpc___internetwindows_operating_system,xpbb.hhacty_intpc___internetwindows_operating_system,Experian Field ID: 8991; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's with Windows Operating System.      Valid Values:  Y = Yes  
4,Interests & Consumer Habits,1284,xpbb.hhacty_intpc___internetintrstnpcs,xpbb.hhacty_intpc___internetintrstnpcs,Experian Field ID: 8992; Experian Datapoint Match Level: Household; Activities and Interests/Computer Hardware Software and the Internet. Direct reported survey data that represents household's with General Interest In Computers.      Valid Values:  Y = 
4,Interests & Consumer Habits,1285,xpbb.hhacty_intelctrncs_gdgtscell_phone,xpbb.hhacty_intelctrncs_gdgtscell_phone,Experian Field ID: 8993; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Cell Phone.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1286,xpbb.hhacty_intelctrncs_gdgtscellphn_prmrylin,xpbb.hhacty_intelctrncs_gdgtscellphn_prmrylin,Experian Field ID: 11171; Experian Datapoint Match Level: Household; ACTIVITIES AND INTERESTS-ELECTRONICS AND GADGETS-CELL PHONE - PRIMARY PHONE LINE
4,Interests & Consumer Habits,1287,xpbb.hhacty_intelctrncs_gdgtscompact_disc_player,xpbb.hhacty_intelctrncs_gdgtscompact_disc_player,Experian Field ID: 8994; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Compact Disc Player.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1288,xpbb.hhacty_intelctrncs_gdgtsvideo_camcorder,xpbb.hhacty_intelctrncs_gdgtsvideo_camcorder,Experian Field ID: 8995; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Video Camcorder.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1289,xpbb.hhacty_intelctrncs_gdgtsdvd_player,xpbb.hhacty_intelctrncs_gdgtsdvd_player,Experian Field ID: 8996; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with DVD Player.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1290,xpbb.hhacty_intelctrncs_gdgtshome_theater_system,xpbb.hhacty_intelctrncs_gdgtshome_theater_system,Experian Field ID: 10919; Experian Datapoint Match Level: Household; ACTIVITIES AND INTERESTS-ELECTRONICS AND GADGETS-HOME THEATER SYSTEM
4,Interests & Consumer Habits,1291,xpbb.hhacty_intelctrncs_gdgtssatellite_dish,xpbb.hhacty_intelctrncs_gdgtssatellite_dish,Experian Field ID: 8997; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Satellite Dish.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1292,xpbb.hhacty_intelctrncs_gdgtsplan_to_buy_cd_player,xpbb.hhacty_intelctrncs_gdgtsplan_to_buy_cd_player,Experian Field ID: 8999; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's that Plan To Buy CD Player.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1293,xpbb.hhacty_intelctrncs_gdgtsbuy_video_cam,xpbb.hhacty_intelctrncs_gdgtsbuy_video_cam,Experian Field ID: 9000; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's that Plan To Buy Video Camcorder.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1294,xpbb.hhacty_intelctrncs_gdgtsplan_to_buy_dvd_player,xpbb.hhacty_intelctrncs_gdgtsplan_to_buy_dvd_player,Experian Field ID: 9001; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's that Plan To Buy DVD Player.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1295,xpbb.hhacty_intelctrncs_gdgtsplan_buy_satellite_dish,xpbb.hhacty_intelctrncs_gdgtsplan_buy_satellite_dish,Experian Field ID: 9002; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's that Plan To Buy Satellite Dish.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1296,xpbb.hhacty_intelctrncs_gdgtsdigital_camera,xpbb.hhacty_intelctrncs_gdgtsdigital_camera,Experian Field ID: 9003; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Digital Camera.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1297,xpbb.hhacty_intelctrncs_gdgtsflat_screen_tv,xpbb.hhacty_intelctrncs_gdgtsflat_screen_tv,Experian Field ID: 9004; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Flat Screen TV.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1298,xpbb.hhacty_intelctrncs_gdgtshdtv,xpbb.hhacty_intelctrncs_gdgtshdtv,Experian Field ID: 9005; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with HDTV.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1299,xpbb.hhacty_intelctrncs_gdgtsinterest_in_electronics,xpbb.hhacty_intelctrncs_gdgtsinterest_in_electronics,Experian Field ID: 9006; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Interest In Electronics.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1300,xpbb.hhacty_intelctrncs_gdgtslarge_screen_tv,xpbb.hhacty_intelctrncs_gdgtslarge_screen_tv,Experian Field ID: 9007; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Large Screen TV.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1301,xpbb.hhacty_intelctrncs_gdgtsnavigation_system,xpbb.hhacty_intelctrncs_gdgtsnavigation_system,Experian Field ID: 9008; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Navigation System.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1302,xpbb.hhacty_intelctrncs_gdgtspda_blackberry,xpbb.hhacty_intelctrncs_gdgtspda_blackberry,Experian Field ID: 9009; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Personal Data Assistant (PDA).      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1303,xpbb.hhacty_intelctrncs_gdgtssecurity_system,xpbb.hhacty_intelctrncs_gdgtssecurity_system,Experian Field ID: 9011; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Security System.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1304,xpbb.hhacty_intelctrncs_gdgtsvideo_camera,xpbb.hhacty_intelctrncs_gdgtsvideo_camera,Experian Field ID: 9012; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Video Camera.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1305,xpbb.hhacty_intelctrncs_gdgtsvideo_game_system,xpbb.hhacty_intelctrncs_gdgtsvideo_game_system,Experian Field ID: 9013; Experian Datapoint Match Level: Household; Activities and Interests/Electronics and Gadgets. Direct reported survey data that represents household's with Video Game System.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1306,xpbb.hhacty_intcltrl_artsattends_symphonies,xpbb.hhacty_intcltrl_artsattends_symphonies,Experian Field ID: 9014; Experian Datapoint Match Level: Household; Activities and Interests/Cultural and Arts. Direct reported survey data that represents household's that Attends Symphonies.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1307,xpbb.hhacty_intcltrl_artsinterest_in_cultrual_arts,xpbb.hhacty_intcltrl_artsinterest_in_cultrual_arts,Experian Field ID: 9015; Experian Datapoint Match Level: Household; Activities and Interests/Cultural and Arts. Direct reported survey data that represents household's with Interest In Cultrual Arts.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1308,xpbb.hhacty_intmagazinesautomotive,xpbb.hhacty_intmagazinesautomotive,Experian Field ID: 9016; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Automotive magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1309,xpbb.hhacty_intmagazinesbridal,xpbb.hhacty_intmagazinesbridal,Experian Field ID: 9017; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Bridal magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1310,xpbb.hhacty_intmagazinesbusiness_and_finance,xpbb.hhacty_intmagazinesbusiness_and_finance,Experian Field ID: 9018; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Business and Finance magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1311,xpbb.hhacty_intmagazineschildrens_magazines,xpbb.hhacty_intmagazineschildrens_magazines,Experian Field ID: 9019; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Childrens magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1312,xpbb.hhacty_intmagazinescomputer_electronics,xpbb.hhacty_intmagazinescomputer_electronics,Experian Field ID: 9020; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Computer/Electronics magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1313,xpbb.hhacty_intmagazinescrafts_games_and_hobbies,xpbb.hhacty_intmagazinescrafts_games_and_hobbies,Experian Field ID: 9021; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Crafts Games and Hobby magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1314,xpbb.hhacty_intmagazinesentrmt_guides_programs,xpbb.hhacty_intmagazinesentrmt_guides_programs,Experian Field ID: 9022; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Entertainment Guide/Program magazines.      Valid Values:  Y = Yes  U = Unkno
4,Interests & Consumer Habits,1315,xpbb.hhacty_intmagazinesentertainment_pop_culture,xpbb.hhacty_intmagazinesentertainment_pop_culture,Experian Field ID: 9023; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Entertainment/Pop Culture magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1316,xpbb.hhacty_intmagazinesfashion_style_grooming,xpbb.hhacty_intmagazinesfashion_style_grooming,Experian Field ID: 9024; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Fashion/Style/Grooming magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1317,xpbb.hhacty_intmagazinesfitness,xpbb.hhacty_intmagazinesfitness,Experian Field ID: 9025; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Fitness magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1318,xpbb.hhacty_intmagazinesfood_wine_cooking,xpbb.hhacty_intmagazinesfood_wine_cooking,Experian Field ID: 9026; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Food/Wine/Cooking magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1319,xpbb.hhacty_intmagazinesgardening_magazines,xpbb.hhacty_intmagazinesgardening_magazines,Experian Field ID: 9027; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Gardening magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1320,xpbb.hhacty_intmagazineshealth_magazines,xpbb.hhacty_intmagazineshealth_magazines,Experian Field ID: 9028; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Health magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1321,xpbb.hhacty_intmagazineshunting_and_fishing,xpbb.hhacty_intmagazineshunting_and_fishing,Experian Field ID: 9029; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Hunting and Fishing magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1322,xpbb.hhacty_intmagazinesmens,xpbb.hhacty_intmagazinesmens,Experian Field ID: 9030; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Mens magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1323,xpbb.hhacty_intmagazinesmusic,xpbb.hhacty_intmagazinesmusic,Experian Field ID: 9031; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Music magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1324,xpbb.hhacty_intmagazinesparenting_babies,xpbb.hhacty_intmagazinesparenting_babies,Experian Field ID: 9032; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Parenting/Babiesmagazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1325,xpbb.hhacty_intmagazinespets,xpbb.hhacty_intmagazinespets,Experian Field ID: 9033; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Pet magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1326,xpbb.hhacty_intmagazinesphotography_magazines,xpbb.hhacty_intmagazinesphotography_magazines,Experian Field ID: 9034; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Photography magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1327,xpbb.hhacty_intmagazinespurchase_from_newstand,xpbb.hhacty_intmagazinespurchase_from_newstand,Experian Field ID: 9035; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's that Purchases Magazines From Newstand .      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1328,xpbb.hhacty_intmagazinesrel_denominationl,xpbb.hhacty_intmagazinesrel_denominationl,Experian Field ID: 9036; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Religious and Denominational magazines.      Valid Values:  Y = Yes  U = Unkn
4,Interests & Consumer Habits,1329,xpbb.hhacty_intmagazinessports_magazines,xpbb.hhacty_intmagazinessports_magazines,Experian Field ID: 9037; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Sports magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1330,xpbb.hhacty_intmagazinessub_to_multi_mags,xpbb.hhacty_intmagazinessub_to_multi_mags,Experian Field ID: 9038; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's that Subscribe To Multiple Magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1331,xpbb.hhacty_intmagazinessubscription,xpbb.hhacty_intmagazinessubscription,Experian Field ID: 9039; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with a magazine Subscription.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1332,xpbb.hhacty_intmagazinestravel,xpbb.hhacty_intmagazinestravel,Experian Field ID: 9040; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Travel magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1333,xpbb.hhacty_intmagazineswomens,xpbb.hhacty_intmagazineswomens,Experian Field ID: 9041; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Womens magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1334,xpbb.hhacty_intmagazinesyouth,xpbb.hhacty_intmagazinesyouth,Experian Field ID: 9042; Experian Datapoint Match Level: Household; Activities and Interests/Magazines. Direct reported survey data that represents household's with interest in Youth magazines.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1335,xpbb.hhlifestylvehiclehave_leased_a_vehicle,xpbb.hhlifestylvehiclehave_leased_a_vehicle,Experian Field ID: 9130; Experian Datapoint Match Level: Household; Lifestyles/Vehicle. Direct reported survey data that represents a household's stated tendancy to Have Leased A Vehicle.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1336,xpbb.hhlifestylvehiclehave_purchased_a_vehicle,xpbb.hhlifestylvehiclehave_purchased_a_vehicle,Experian Field ID: 9131; Experian Datapoint Match Level: Household; Lifestyles/Vehicle. Direct reported survey data that represents a household's stated tendancy to Have Purchased A Vehicle.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1337,xpbb.hhlifestylaffiliation_memberbook_club,xpbb.hhlifestylaffiliation_memberbook_club,"Experian Field ID: 9161; Experian Datapoint Match Level: Household; Lifestyles/Affiliations, Clubs and Memberships. Direct reported survey data that represents a household's affiliation with Book Club.     Valid Values:  Y = Yes  U = Unknown"
4,Interests & Consumer Habits,1338,xpbb.hhlifestylaffiliation_memberdemocratic_party,xpbb.hhlifestylaffiliation_memberdemocratic_party,"Experian Field ID: 9162; Experian Datapoint Match Level: Household; Lifestyles/Affiliations, Clubs and Memberships. Direct reported survey data that represents a household's affiliation with Democratic Party.     Valid Values:  Y = Yes  U = Unknown"
4,Interests & Consumer Habits,1339,xpbb.hhlifestylaffiliation_memberfrequent_flyer,xpbb.hhlifestylaffiliation_memberfrequent_flyer,"Experian Field ID: 9163; Experian Datapoint Match Level: Household; Lifestyles/Affiliations, Clubs and Memberships. Direct reported survey data that represents a household's affiliation with Frequent Flyer.     Valid Values:  Y = Yes  U = Unknown"
4,Interests & Consumer Habits,1340,xpbb.hhlifestylaffiliation_memberindependent_party,xpbb.hhlifestylaffiliation_memberindependent_party,"Experian Field ID: 9165; Experian Datapoint Match Level: Household; Lifestyles/Affiliations, Clubs and Memberships. Direct reported survey data that represents a household's affiliation with Independent Party.     Valid Values:  Y = Yes  U = Unknown"
4,Interests & Consumer Habits,1341,xpbb.hhlifestylaffiliation_membermusic_club,xpbb.hhlifestylaffiliation_membermusic_club,"Experian Field ID: 9167; Experian Datapoint Match Level: Household; Lifestyles/Affiliations, Clubs and Memberships. Direct reported survey data that represents a household's affiliation with Music Club.     Valid Values:  Y = Yes  U = Unknown"
4,Interests & Consumer Habits,1342,xpbb.hhlifestylaffiliation_memberother_clubs,xpbb.hhlifestylaffiliation_memberother_clubs,"Experian Field ID: 9170; Experian Datapoint Match Level: Household; Lifestyles/Affiliations, Clubs and Memberships. Direct reported survey data that represents a household's affiliation with Other Clubs.     Valid Values:  Y = Yes  U = Unknown"
4,Interests & Consumer Habits,1343,xpbb.hhlifestylaffiliation_memberrepublican_party,xpbb.hhlifestylaffiliation_memberrepublican_party,"Experian Field ID: 9171; Experian Datapoint Match Level: Household; Lifestyles/Affiliations, Clubs and Memberships. Direct reported survey data that represents a household's affiliation with Republican Party.     Valid Values:  Y = Yes  U = Unknown"
4,Interests & Consumer Habits,1344,xpbb.hhlifestylaffiliation_membervideo_club,xpbb.hhlifestylaffiliation_membervideo_club,"Experian Field ID: 9173; Experian Datapoint Match Level: Household; Lifestyles/Affiliations, Clubs and Memberships. Direct reported survey data that represents a household's affiliation with Video Club.     Valid Values:  Y = Yes  U = Unknown"
4,Interests & Consumer Habits,1345,xpbb.hhlifestylaffiliation_memberweight_loss_club,xpbb.hhlifestylaffiliation_memberweight_loss_club,"Experian Field ID: 9174; Experian Datapoint Match Level: Household; Lifestyles/Affiliations, Clubs and Memberships. Direct reported survey data that represents a household's affiliation with Weight Loss Club.     Valid Values:  Y = Yes  U = Unknown"
4,Interests & Consumer Habits,1346,xpbb.hhlifestylaffiliation_memberother_type_club,xpbb.hhlifestylaffiliation_memberother_type_club,"Experian Field ID: 9175; Experian Datapoint Match Level: Household; Lifestyles/Affiliations, Clubs and Memberships. Direct reported survey data that represents a household's affiliation with Other Type Club.     Valid Values:  Y = Yes  U = Unknown"
