category_id,category,field_id,field,name,explanation
4,Interests & Consumer Habits,1102,xpbb.behaviorbank_interest_in_sports,xpbb.behaviorbank_interest_in_sports,Experian Field ID: 4821; Experian Datapoint Match Level: Household; Interest in sports
4,Interests & Consumer Habits,1103,xpbb.propensity_interest_in_sports_code,xpbb.propensity_interest_in_sports_code,"Experian Field ID: 4911; Experian Datapoint Match Level: Household; Sports ; Sports Propensity, Self reported data 8516 Z sports ; sports propensities indicates a household's self reported interest in sports. BehaviorBank Household Indicators groups simi"
4,Interests & Consumer Habits,1104,xpbb.behaviorbank_sweepstakes_gambling,xpbb.behaviorbank_sweepstakes_gambling,Experian Field ID: 4823; Experian Datapoint Match Level: Household; Sweepstakes/gambling
4,Interests & Consumer Habits,1105,xpbb.propensity_sweepstakes_gambling_code,xpbb.propensity_sweepstakes_gambling_code,"Experian Field ID: 4915; Experian Datapoint Match Level: Household; Sweepstakes ; Sweepstakes Propensity, Self reported data 8518 Z sweepstakes ; sweepstakes propensities indicates a household's self reported interest in sweepstakes/gambling. BehaviorBan"
4,Interests & Consumer Habits,1106,xpbb.behaviorbank_interest_in_tennis,xpbb.behaviorbank_interest_in_tennis,Experian Field ID: 4876; Experian Datapoint Match Level: Household; Interest in tennis
4,Interests & Consumer Habits,1107,xpbb.propensity_interest_in_tennis_code,xpbb.propensity_interest_in_tennis_code,"Experian Field ID: 5092; Experian Datapoint Match Level: Household; Tennis ; Tennis Propensity, Self reported data 8571 Z Tennis ; Tennis Propensity indicates a household's self-reported interest in Tennis. BehaviorBank Household Indicators groups simila"
4,Interests & Consumer Habits,1108,xpbb.behaviorbank_interest_in_travel,xpbb.behaviorbank_interest_in_travel,Experian Field ID: 4813; Experian Datapoint Match Level: Household; Interest in travel
4,Interests & Consumer Habits,1109,xpbb.propensity_interest_in_travel_code,xpbb.propensity_interest_in_travel_code,"Experian Field ID: 4895; Experian Datapoint Match Level: Household; Travel ; Travel Propensity, Self reported data 8508 Z travel ; travel propensities indicates a household's self reported interest in travel. BehaviorBank Household Indicators groups simi"
4,Interests & Consumer Habits,1110,xpbb.behaviorbank_domestic_traveler,xpbb.behaviorbank_domestic_traveler,Experian Field ID: 4877; Experian Datapoint Match Level: Household; Domestic traveler
4,Interests & Consumer Habits,1111,xpbb.propensity_interest_in_domestic_travel_code,xpbb.propensity_interest_in_domestic_travel_code,"Experian Field ID: 5094; Experian Datapoint Match Level: Household; Travel dom ; Travel dom Propensity, Self reported data 8572 Z Travel domestic ; Travel domestic Propensity indicates a household's self-reported interest in domestic travel. BehaviorBank"
4,Interests & Consumer Habits,1112,xpbb.behaviorbank_foreign_traveler,xpbb.behaviorbank_foreign_traveler,Experian Field ID: 4878; Experian Datapoint Match Level: Household; Foreign traveler
4,Interests & Consumer Habits,1113,xpbb.propensity_interest_in_foreign_travel_code,xpbb.propensity_interest_in_foreign_travel_code,"Experian Field ID: 5096; Experian Datapoint Match Level: Household; Travel forgn ; Travel forgn Propensity, Self reported data 8573 Z Travel foreign ; Travel foreign Propensity indicates a household's self-reported interest in foreign travel. BehaviorBan"
4,Interests & Consumer Habits,1114,xpbb.behaviorbank_interest_in_videos_dvd,xpbb.behaviorbank_interest_in_videos_dvd,Experian Field ID: 3514; Experian Datapoint Match Level: Household; Interest in videos/DVD
4,Interests & Consumer Habits,1115,xpbb.propensity_interest_in_video_dvd_code,xpbb.propensity_interest_in_video_dvd_code,"Experian Field ID: 5131; Experian Datapoint Match Level: Household; Video ; Video Propensity, Self reported data 8579 Z Video indicates a household has self reported interest in Video and DVD. BehaviorBank Household Indicators groups similar self-reporte"
4,Interests & Consumer Habits,1116,xpbb.behaviorbank_interest_in_volunteering,xpbb.behaviorbank_interest_in_volunteering,Experian Field ID: 4879; Experian Datapoint Match Level: Household; Interest in volunteering
4,Interests & Consumer Habits,1117,xpbb.propensity_interest_in_volunteering_code,xpbb.propensity_interest_in_volunteering_code,"Experian Field ID: 5098; Experian Datapoint Match Level: Household; Volunteer ; Volunteer Propensity, Self reported data 8574 Z Volunteer ; Volunteer Propensity indicates a household's self-reported behavior to be a Volunteer. BehaviorBank Household Indi"
4,Interests & Consumer Habits,1118,xpbb.behaviorbank_weight_conscious,xpbb.behaviorbank_weight_conscious,Experian Field ID: 4835; Experian Datapoint Match Level: Household; Weight conscious
4,Interests & Consumer Habits,1119,xpbb.propensity_weight_conscious_code,xpbb.propensity_weight_conscious_code,"Experian Field ID: 4939; Experian Datapoint Match Level: Household; Weight Conscious ; Weight Conscious Prop, Self reported data 8530 Z weight conscious ; weight conscious propensities indicates a household's self reported weight consciousness. BehaviorB"
4,Interests & Consumer Habits,1120,xpbb.hhacty_intcollectingother_collectibles,xpbb.hhacty_intcollectingother_collectibles,Experian Field ID: 8823; Experian Datapoint Match Level: Household; Activities and Interests/Collecting. Direct reported survey data that represents a household's interest in collecting Other Collectibles.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1121,xpbb.hhacty_intcollectingart_antiques,xpbb.hhacty_intcollectingart_antiques,Experian Field ID: 8824; Experian Datapoint Match Level: Household; Activities and Interests/Collecting. Direct reported survey data that represents a household's interest in collecting   Art/Antiques.    Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1122,xpbb.hhacty_intcollectingstamps_coins,xpbb.hhacty_intcollectingstamps_coins,Experian Field ID: 8825; Experian Datapoint Match Level: Household; Activities and Interests/Collecting. Direct reported survey data that represents a household's interest in collecting Stamps/Coins.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1123,xpbb.hhacty_intcollectingdie_cast_miniatures,xpbb.hhacty_intcollectingdie_cast_miniatures,Experian Field ID: 8826; Experian Datapoint Match Level: Household; Activities and Interests/Collecting. Direct reported survey data that represents a household's interest in collecting Die Cast Miniatures.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1124,xpbb.hhacty_intcollectingdolls,xpbb.hhacty_intcollectingdolls,Experian Field ID: 8827; Experian Datapoint Match Level: Household; Activities and Interests/Collecting. Direct reported survey data that represents a household's interest in collecting Dolls.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1125,xpbb.hhacty_intcollectingfigurines,xpbb.hhacty_intcollectingfigurines,Experian Field ID: 8828; Experian Datapoint Match Level: Household; Activities and Interests/Collecting. Direct reported survey data that represents a household's interest in collecting Figurines.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1126,xpbb.hhacty_intcollectingplates,xpbb.hhacty_intcollectingplates,Experian Field ID: 8829; Experian Datapoint Match Level: Household; Activities and Interests/Collecting. Direct reported survey data that represents a household's interest in collecting Plates.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1127,xpbb.hhacty_intcollectingsports_memorabilia,xpbb.hhacty_intcollectingsports_memorabilia,Experian Field ID: 8830; Experian Datapoint Match Level: Household; Activities and Interests/Collecting. Direct reported survey data that represents a household's interest in collecting Sports Memorabilia.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1128,xpbb.hhacty_intcollectingteddy_bears,xpbb.hhacty_intcollectingteddy_bears,Experian Field ID: 8831; Experian Datapoint Match Level: Household; Activities and Interests/Collecting. Direct reported survey data that represents a household's interest in collecting Teddy Bears.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1129,xpbb.hhacty_intcollectingbooks_collecting,xpbb.hhacty_intcollectingbooks_collecting,Experian Field ID: 8832; Experian Datapoint Match Level: Household; Activities and Interests/Collecting. Direct reported survey data that represents a household's interest in collecting Books.     Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1130,xpbb.hhacty_intcooking_entertainingcooking,xpbb.hhacty_intcooking_entertainingcooking,Experian Field ID: 8833; Experian Datapoint Match Level: Household; Activities and Interests/Cooking and Entertaining. Direct reported survey data that represents a household's interest in Cooking.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1131,xpbb.hhacty_intcooking_entertainingbaking,xpbb.hhacty_intcooking_entertainingbaking,Experian Field ID: 8834; Experian Datapoint Match Level: Household; Activities and Interests/Cooking and Entertaining. Direct reported survey data that represents a household's interest in Baking.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1132,xpbb.hhacty_intcooking_entertainingcook_weight_con,xpbb.hhacty_intcooking_entertainingcook_weight_con,Experian Field ID: 8835; Experian Datapoint Match Level: Household; Activities and Interests/Cooking and Entertaining. Direct reported survey data that represents a household's interest in Cooking- Weight Conscience.      Valid Values:  Y = Yes  U = Unkn
4,Interests & Consumer Habits,1133,xpbb.hhacty_intcooking_entertainingwine_appreciation,xpbb.hhacty_intcooking_entertainingwine_appreciation,Experian Field ID: 8836; Experian Datapoint Match Level: Household; Activities and Interests/Cooking and Entertaining. Direct reported survey data that represents a household's interest in Wine Appreciation.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1134,xpbb.hhacty_intcooking_entertainingcooking__gourmet,xpbb.hhacty_intcooking_entertainingcooking__gourmet,Experian Field ID: 8837; Experian Datapoint Match Level: Household; Activities and Interests/Cooking and Entertaining. Direct reported survey data that represents a household's interest in Cooking- Gourmet.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1135,xpbb.hhacty_intcooking_entertainingrecipes,xpbb.hhacty_intcooking_entertainingrecipes,Experian Field ID: 8838; Experian Datapoint Match Level: Household; Activities and Interests/Cooking and Entertaining. Direct reported survey data that represents a household's interest in Recipes.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1136,xpbb.hhacty_intcraftscrafts,xpbb.hhacty_intcraftscrafts,Experian Field ID: 8839; Experian Datapoint Match Level: Household; Activities and Interests/Crafts. Direct reported survey data that represents a household's interest in Crafts.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1137,xpbb.hhacty_intcraftsknitting_needlework,xpbb.hhacty_intcraftsknitting_needlework,Experian Field ID: 8840; Experian Datapoint Match Level: Household; Activities and Interests/Crafts. Direct reported survey data that represents a household's interest in Knittingeedlework.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1138,xpbb.hhacty_intcraftsquilting,xpbb.hhacty_intcraftsquilting,Experian Field ID: 8841; Experian Datapoint Match Level: Household; Activities and Interests/Crafts. Direct reported survey data that represents a household's interest in Quilting.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1139,xpbb.hhacty_intcraftssewing,xpbb.hhacty_intcraftssewing,Experian Field ID: 8842; Experian Datapoint Match Level: Household; Activities and Interests/Crafts. Direct reported survey data that represents a household's interest in Sewing.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1140,xpbb.hhacty_intcraftswoodworking,xpbb.hhacty_intcraftswoodworking,Experian Field ID: 8843; Experian Datapoint Match Level: Household; Activities and Interests/Crafts. Direct reported survey data that represents a household's interest in Woodworking.      Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1141,xpbb.hhacty_inthealth_fitnessechinacea,xpbb.hhacty_inthealth_fitnessechinacea,Experian Field ID: 8844; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's tendancy to purchase Echinacea.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1142,xpbb.hhacty_inthealth_fitnessginkgo_biloba,xpbb.hhacty_inthealth_fitnessginkgo_biloba,Experian Field ID: 8846; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's tendancy to purchase Ginkgo Biloba.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1143,xpbb.hhacty_inthealth_fitnessginseng,xpbb.hhacty_inthealth_fitnessginseng,Experian Field ID: 8847; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's tendancy to purchase Ginseng.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1144,xpbb.hhacty_inthealth_fitnessothr_health_fitness,xpbb.hhacty_inthealth_fitnessothr_health_fitness,Experian Field ID: 8848; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's tendancy to purchase Other Health And Fitness.       Valid Values:  Y = Yes  U = Un
4,Interests & Consumer Habits,1145,xpbb.hhacty_inthealth_fitnesssaw_palmetto,xpbb.hhacty_inthealth_fitnesssaw_palmetto,Experian Field ID: 8849; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's tendancy to purchase Saw Palmetto.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1146,xpbb.hhacty_inthealth_fitnessvalerian_root,xpbb.hhacty_inthealth_fitnessvalerian_root,Experian Field ID: 8851; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's tendancy to purchase Valerian Root.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1147,xpbb.hhacty_inthealth_fitnesslosing_weight,xpbb.hhacty_inthealth_fitnesslosing_weight,Experian Field ID: 8852; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest in Losing Weight.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1148,xpbb.hhacty_inthealth_fitnessinclude_calcium,xpbb.hhacty_inthealth_fitnessinclude_calcium,Experian Field ID: 8853; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest to Include Calcium.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1149,xpbb.hhacty_inthealth_fitnessreduce_caffeine,xpbb.hhacty_inthealth_fitnessreduce_caffeine,Experian Field ID: 8854; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest to Reduce Caffeine.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1150,xpbb.hhacty_inthealth_fitnessvit_supplements,xpbb.hhacty_inthealth_fitnessvit_supplements,Experian Field ID: 8855; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest to Include Vitamin Supplements.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1151,xpbb.hhacty_inthealth_fitnesshlth_nat_foods,xpbb.hhacty_inthealth_fitnesshlth_nat_foods,Experian Field ID: 8856; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest in Health and Natural Foods.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1152,xpbb.hhacty_inthealth_fitnessnatural_herbal_remedies,xpbb.hhacty_inthealth_fitnessnatural_herbal_remedies,Experian Field ID: 8857; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest in Natural/Herbal Remedies.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1153,xpbb.hhacty_inthealth_fitnessvegetarian_meals,xpbb.hhacty_inthealth_fitnessvegetarian_meals,Experian Field ID: 8858; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest in Vegetarian Meals.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1154,xpbb.hhacty_inthealth_fitnessreduce_fat_cholesterol,xpbb.hhacty_inthealth_fitnessreduce_fat_cholesterol,Experian Field ID: 8859; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest in Reduce Fat/Cholesterol.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1155,xpbb.hhacty_inthealth_fitnesslow_fat_lose_weight,xpbb.hhacty_inthealth_fitnesslow_fat_lose_weight,Experian Field ID: 8860; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest in Eat Low Fat To Lose Weight.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1156,xpbb.hhacty_inthealth_fitnesslow_fat_healthier,xpbb.hhacty_inthealth_fitnesslow_fat_healthier,Experian Field ID: 8861; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest in Eat Low Fat To Eat Healthier.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1157,xpbb.hhacty_inthealth_fitnesslow_fat_other_reasons,xpbb.hhacty_inthealth_fitnesslow_fat_other_reasons,Experian Field ID: 8862; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest in Eat Low Fat For Other Reasons.       Valid Values:  Y = Yes  U = Unknow
4,Interests & Consumer Habits,1158,xpbb.hhacty_inthealth_fitnesseat_low_fat,xpbb.hhacty_inthealth_fitnesseat_low_fat,Experian Field ID: 8863; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest in Eat Low Fat.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1159,xpbb.hhacty_inthealth_fitnessinclude_high_fiber,xpbb.hhacty_inthealth_fitnessinclude_high_fiber,Experian Field ID: 8864; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest to Include High Fiber.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1160,xpbb.hhacty_inthealth_fitnesslow_sugar,xpbb.hhacty_inthealth_fitnesslow_sugar,Experian Field ID: 8865; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest in Low Sugar.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1161,xpbb.hhacty_inthealth_fitnesslow_sodium,xpbb.hhacty_inthealth_fitnesslow_sodium,Experian Field ID: 8866; Experian Datapoint Match Level: Household; Activities and Interests/Health and Fitness. Direct reported survey data that represents a household's interest in Low Sodium.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1162,xpbb.hhacty_inthobbiesphotography_hobbies,xpbb.hhacty_inthobbiesphotography_hobbies,Experian Field ID: 8867; Experian Datapoint Match Level: Household; Activities and Interests/Hobbies. Direct reported survey data that represents a household's interest in Photography.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1163,xpbb.hhacty_inthobbiesgardening_hobbies,xpbb.hhacty_inthobbiesgardening_hobbies,Experian Field ID: 8868; Experian Datapoint Match Level: Household; Activities and Interests/Hobbies. Direct reported survey data that represents a household's interest in Gardening.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1164,xpbb.hhacty_inthobbiesvideo_viewing,xpbb.hhacty_inthobbiesvideo_viewing,Experian Field ID: 8869; Experian Datapoint Match Level: Household; Activities and Interests/Hobbies. Direct reported survey data that represents a household's interest in Video Viewing.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1165,xpbb.hhacty_inthobbieshome_decorating,xpbb.hhacty_inthobbieshome_decorating,Experian Field ID: 8870; Experian Datapoint Match Level: Household; Activities and Interests/Hobbies. Direct reported survey data that represents a household's interest in Home Decorating.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1166,xpbb.hhacty_inthobbiesastrology_occult,xpbb.hhacty_inthobbiesastrology_occult,Experian Field ID: 8871; Experian Datapoint Match Level: Household; Activities and Interests/Hobbies. Direct reported survey data that represents a household's interest in Astrology/Occult.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1167,xpbb.hhacty_inthobbieshome_workshop_diy,xpbb.hhacty_inthobbieshome_workshop_diy,Experian Field ID: 8872; Experian Datapoint Match Level: Household; Activities and Interests/Hobbies. Direct reported survey data that represents a household's interest in Home Workshop/DIY.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1168,xpbb.hhacty_inthobbiescrossword_puzzles,xpbb.hhacty_inthobbiescrossword_puzzles,Experian Field ID: 8873; Experian Datapoint Match Level: Household; Activities and Interests/Hobbies. Direct reported survey data that represents a household's interest in Crossword Puzzles.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1169,xpbb.hhacty_inthobbiesflying,xpbb.hhacty_inthobbiesflying,Experian Field ID: 8874; Experian Datapoint Match Level: Household; Activities and Interests/Hobbies. Direct reported survey data that represents a household's interest in Flying.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1170,xpbb.hhacty_inthobbiescars_and_auto_repair,xpbb.hhacty_inthobbiescars_and_auto_repair,Experian Field ID: 8875; Experian Datapoint Match Level: Household; Activities and Interests/Hobbies. Direct reported survey data that represents a household's interest in Cars And Auto Repair.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1171,xpbb.hhacty_inthobbiesbird_watching,xpbb.hhacty_inthobbiesbird_watching,Experian Field ID: 8876; Experian Datapoint Match Level: Household; Activities and Interests/Hobbies. Direct reported survey data that represents a household's interest in Bird Watching.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1172,xpbb.hhacty_inthobbiesself_improvement,xpbb.hhacty_inthobbiesself_improvement,Experian Field ID: 8877; Experian Datapoint Match Level: Household; Activities and Interests/Hobbies. Direct reported survey data that represents a household's interest in Self-Improvement.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1173,xpbb.hhacty_intmusicalternative,xpbb.hhacty_intmusicalternative,Experian Field ID: 8878; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Alternative music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1174,xpbb.hhacty_intmusicbig_band_swing,xpbb.hhacty_intmusicbig_band_swing,Experian Field ID: 8879; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Big Band/Swing music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1175,xpbb.hhacty_intmusiclatin,xpbb.hhacty_intmusiclatin,Experian Field ID: 8880; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Latin music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1176,xpbb.hhacty_intmusicsoft_rock_easy_listening,xpbb.hhacty_intmusicsoft_rock_easy_listening,Experian Field ID: 8881; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Soft Rock/Easy Listening music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1177,xpbb.hhacty_intmusichard_rock_heavy_metal,xpbb.hhacty_intmusichard_rock_heavy_metal,Experian Field ID: 8882; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Hard Rock/Heavy Metal music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1178,xpbb.hhacty_intmusicchristian_gospel,xpbb.hhacty_intmusicchristian_gospel,Experian Field ID: 8883; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Christian/Gospel music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1179,xpbb.hhacty_intmusicr_and_b,xpbb.hhacty_intmusicr_and_b,Experian Field ID: 8884; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in R and B music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1180,xpbb.hhacty_intmusicjazz_new_age,xpbb.hhacty_intmusicjazz_new_age,Experian Field ID: 8885; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Jazzew Age music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1181,xpbb.hhacty_intmusicclassical,xpbb.hhacty_intmusicclassical,Experian Field ID: 8886; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Classical music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1182,xpbb.hhacty_intmusicrock_n_roll,xpbb.hhacty_intmusicrock_n_roll,Experian Field ID: 8887; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Rock N Roll music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1183,xpbb.hhacty_intmusiccountry,xpbb.hhacty_intmusiccountry,Experian Field ID: 8888; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Country music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1184,xpbb.hhacty_intmusicrecords_tapes_cds,xpbb.hhacty_intmusicrecords_tapes_cds,Experian Field ID: 8889; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Records apes/Cds music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1185,xpbb.hhacty_intmusicmusic_in_general,xpbb.hhacty_intmusicmusic_in_general,Experian Field ID: 8890; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Music In General.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1186,xpbb.hhacty_intmusicoldies,xpbb.hhacty_intmusicoldies,Experian Field ID: 8891; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Oldies music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1187,xpbb.hhacty_intmusicother_music,xpbb.hhacty_intmusicother_music,Experian Field ID: 8892; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Other music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1188,xpbb.hhacty_intmusicdance,xpbb.hhacty_intmusicdance,Experian Field ID: 8893; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Dance music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1189,xpbb.hhacty_intmusicpop,xpbb.hhacty_intmusicpop,Experian Field ID: 8894; Experian Datapoint Match Level: Household; Activities and Interests/Music. Direct reported survey data that represents a household's interest in Pop music.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1190,xpbb.hhacty_intreadingastrology,xpbb.hhacty_intreadingastrology,Experian Field ID: 8896; Experian Datapoint Match Level: Household; Activities and Interests/Reading. Direct reported survey data that represents a household's reading interest in Astrology.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1191,xpbb.hhacty_intreadingbest_selling_fiction,xpbb.hhacty_intreadingbest_selling_fiction,Experian Field ID: 8897; Experian Datapoint Match Level: Household; Activities and Interests/Reading. Direct reported survey data that represents a household's reading interest in Best Selling Fiction.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1192,xpbb.hhacty_intreadingbible_devotional_rel,xpbb.hhacty_intreadingbible_devotional_rel,Experian Field ID: 8898; Experian Datapoint Match Level: Household; Activities and Interests/Reading. Direct reported survey data that represents a household's reading interest in Bible/Devotional/Religious.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1193,xpbb.hhacty_intreadingbusiness_financial,xpbb.hhacty_intreadingbusiness_financial,Experian Field ID: 8899; Experian Datapoint Match Level: Household; Activities and Interests/Reading. Direct reported survey data that represents a household's readnig interest in Business/Financial.       Valid Values:  Y = Yes  U = Unknown
4,Interests & Consumer Habits,1194,xpbb.hhacty_intreadingchildrens_reading,xpbb.hhacty_intreadingchildrens_reading,Experian Field ID: 8900; Experian Datapoint Match Level: Household; Activities and Interests/Reading. Direct reported survey data that represents a household's reading interest in Childrens Reading.       Valid Values:  Y = Yes  U = Unknown
